"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S003611    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000280000","Dissabte","2023",6,"Juny","17","14","Tarda","No és causa del  vianant","Turisme","COOPER CLUBMAN","MINI","Vermell","B","23","427124.19 ","4582310.8 ","2.127236181","41.387178751"
"2023S006231    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000290000","Diumenge","2023",10,"Octubre","22","12","Matí","No és causa del  vianant","Motocicleta","UK 110","SUZUKI","Desconegut","B","40","427204.24 ","4582645.62","2.128153264","41.390201593"
"2023S006231    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000290000","Diumenge","2023",10,"Octubre","22","12","Matí","No és causa del  vianant","Turisme","VITARA","SUZUKI","Desconegut","B","63","427204.24 ","4582645.62","2.128153264","41.390201593"
"2023S000522    ",4,"Les Corts",19,"les Corts",701433,"Mig (Ascendent)","000290000","Divendres","2023",1,"Gener","27","00","Nit","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Gris","B","6","427184.17 ","4582601.66","2.127918517","41.389803845"
"2023S001963    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",2050,"Adolf Florensa","0010 0010","Dimecres","2023",4,"Abril","5","23","Nit","No és causa del  vianant","Motocicleta","SH350A","HONDA","Blanc","A2","7","426080.86 ","4581904.76","2.114808296","41.383426475"
"2023S001963    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",2050,"Adolf Florensa","0010 0010","Dimecres","2023",4,"Abril","5","23","Nit","No és causa del  vianant","Turisme","Q5","AUDI","Gris","B","30","426080.86 ","4581904.76","2.114808296","41.383426475"
"2023S003262    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0001 0001","Dijous","2023",6,"Juny","1","18","Tarda","No és causa del  vianant","Motocicleta","NSS750","HONDA","Vermell","A","31","426339.27 ","4582176.37","2.11786547","41.385896466"
"2023S003262    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0001 0001","Dijous","2023",6,"Juny","1","18","Tarda","No és causa del  vianant","Turisme","ALHAMBRA 1 9 5V","SEAT","Gris","B","2","426339.27 ","4582176.37","2.11786547","41.385896466"
"2023S002677    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0001 0001","Divendres","2023",5,"Maig","5","16","Tarda","No és causa del  vianant","Motocicleta","CB 600F","HONDA","Gris","B","8","426339.27 ","4582176.37","2.11786547","41.385896466"
"2023S002677    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0001 0001","Divendres","2023",5,"Maig","5","16","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Desconegut","B","15","426339.27 ","4582176.37","2.11786547","41.385896466"
"2023S006677    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0001 0001","Divendres","2023",11,"Novembre","10","14","Tarda","No és causa del  vianant","Autobús articulat","7900","VOLVO","Vermell","D","21","426339.27 ","4582176.37","2.11786547","41.385896466"
"2023S006677    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0001 0001","Divendres","2023",11,"Novembre","10","14","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","426339.27 ","4582176.37","2.11786547","41.385896466"
"2023S005664    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",7258,"Martí i Franquès","0017 0017","Dimarts","2023",9,"Setembre","26","10","Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","ATLEON","NISSAN","Blanc","B","20","426469.27 ","4581745.5 ","2.11947246","41.382027699"
"2023S002880    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",23800,"Arizala","0053 0053","Diumenge","2023",5,"Maig","14","22","Nit","No és causa del  vianant","Motocicleta","YBR 125","YAMAHA","Gris","B","18","426835.88 ","4581306.77","2.123909497","41.378109672"
"2023S002880    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",23800,"Arizala","0053 0053","Diumenge","2023",5,"Maig","14","22","Nit","No és causa del  vianant","Turisme","FIESTA","FORD","Vermell","B","5","426835.88 ","4581306.77","2.123909497","41.378109672"
"2023S001698    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",38604,"Benavent","0001 0001","Divendres","2023",3,"Març","24","03","Nit","No és causa del  vianant","Turisme","IONIQ","HYUNDAI","Blanc","B","19","426988.51 ","4581237.65","2.125742918","41.377501006"
"2023S001698    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",38604,"Benavent","0001 0001","Divendres","2023",3,"Març","24","03","Nit","No és causa del  vianant","Turisme","VECTRA","OPEL","Gris","Desconegut","Desconegut","426988.51 ","4581237.65","2.125742918","41.377501006"
"2023S006974    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",65200,"Cardenal Reig","0002 0002","Divendres","2023",11,"Novembre","24","08","Matí","No és causa del  vianant","Turisme","KODIAQ","SKODA","Gris","B","29","425973.82 ","4581070.27","2.113630238","41.375900729"
"2023S006974    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",65200,"Cardenal Reig","0002 0002","Divendres","2023",11,"Novembre","24","08","Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","SEAT","Negre","Desconegut","Desconegut","425973.82 ","4581070.27","2.113630238","41.375900729"
"2023S006728    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",65200,"Cardenal Reig","0028 0028","Dilluns","2023",11,"Novembre","13","11","Matí","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Desconegut","B","29","426195.52 ","4581305.88","2.11625244","41.378043146"
"2023S006728    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",65200,"Cardenal Reig","0028 0028","Dilluns","2023",11,"Novembre","13","11","Matí","No és causa del  vianant","Turisme","A 200 CDI","MERCEDES-BENZ","Blanc","B","48","426195.52 ","4581305.88","2.11625244","41.378043146"
"2023S000606    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",65200,"Cardenal Reig","0038X0038X","Dimarts","2023",1,"Gener","31","19","Tarda","No és causa del  vianant","Autobús","LION'S CITY G","MAN","Vermell","D","22","426245.15 ","4581307.54","2.116845692","41.37806265"
"2023S005422    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",65200,"Cardenal Reig","0042 0046","Dimecres","2023",9,"Setembre","13","16","Tarda","No és causa del  vianant","Tractor camió","ACTROS","MERCEDES-BENZ","Desconegut","C","Desconegut","426362.65 ","4581389.87","2.1182407","41.378814929"
"2023S007136    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dijous","2023",11,"Novembre","30","14","Tarda","No és causa del  vianant","Motocicleta","BN 302S","BENELLI","Negre","A2","5","427269.91 ","4581441.24","2.129083318","41.37936016"
"2023S007136    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dijous","2023",11,"Novembre","30","14","Tarda","No és causa del  vianant","Turisme","SUZUKI SWACE","SUZUKI","Negre","B","19","427269.91 ","4581441.24","2.129083318","41.37936016"
"2023S002387    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dilluns","2023",4,"Abril","24","18","Tarda","No és causa del  vianant","Bicicleta","Desconegut","COOLTRA","Blau","B","1","427237.07 ","4581573.54","2.128674729","41.380548764"
"2023S002387    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dilluns","2023",4,"Abril","24","18","Tarda","No és causa del  vianant","Taxi","FIAT TIPO","FIAT","Negre/Groc","B","20","427237.07 ","4581573.54","2.128674729","41.380548764"
"2023S002526    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dissabte","2023",4,"Abril","29","11","Matí","No és causa del  vianant","Desconegut","Desconegut","Desconegut","Platejat","Desconegut","Desconegut","427237.07 ","4581573.54","2.128674729","41.380548764"
"2023S002526    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Dissabte","2023",4,"Abril","29","11","Matí","No és causa del  vianant","Turisme","A 180 D","MERCEDES-BENZ","Vermell","B","22","427237.07 ","4581573.54","2.128674729","41.380548764"
"2023S002296    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Divendres","2023",4,"Abril","21","16","Tarda","No és causa del  vianant","Furgoneta","VIVARO","OPEL","Desconegut","B","16","427269.91 ","4581441.24","2.129083318","41.37936016"
"2023S002296    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Divendres","2023",4,"Abril","21","16","Tarda","No és causa del  vianant","Motocicleta","JET 14 125 LC E5","SYM","Desconegut","B","8","427269.91 ","4581441.24","2.129083318","41.37936016"
"2023S004956    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Divendres","2023",8,"Agost","18","08","Matí","No és causa del  vianant","Motocicleta","CBF 250","HONDA","Negre","A2","9","427216.56 ","4581653.31","2.128419883","41.381265365"
"2023S004956    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0001 0005","Divendres","2023",8,"Agost","18","08","Matí","No és causa del  vianant","Turisme","C-ELYSÉE BLUEHDI 100 S","CITROEN","Desconegut","B","15","427216.56 ","4581653.31","2.128419883","41.381265365"
"2023S001064    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0013 0013","Dimarts","2023",2,"Febrer","21","18","Tarda","Altres","Turisme","LEON ST","SEAT","Negre/Groc","B","33","427249.56 ","4581542.01","2.128827873","41.380265915"
"2023S001133    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0041 0043","Dissabte","2023",2,"Febrer","25","12","Matí","No és causa del  vianant","Turisme","C5 AIRCROSS PLUG-IN HY","CITROEN","Gris","B","27","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S002347    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0041 0043","Diumenge","2023",4,"Abril","23","13","Matí","No és causa del  vianant","Motocicleta","YP400RA  (X-MAX 400)","YAMAHA","Blau","A","28","427176.29 ","4581730.49","2.127929046","41.381956849"
"2023S002347    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0041 0043","Diumenge","2023",4,"Abril","23","13","Matí","No és causa del  vianant","Turisme","T-ROC","VOLKSWAGEN","Blanc","B","43","427176.29 ","4581730.49","2.127929046","41.381956849"
"2023S005799    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dilluns","2023",10,"Octubre","2","07","Matí","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Vermell","Desconegut","Desconegut","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S005799    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dilluns","2023",10,"Octubre","2","07","Matí","No és causa del  vianant","Taxi","Desconegut","DACIA","Negre/Groc","B","20","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S005801    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dilluns","2023",10,"Octubre","2","07","Matí","No és causa del  vianant","Bicicleta"," ","ES DESCONEIX","Desconegut","Desconegut","Desconegut","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S005801    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dilluns","2023",10,"Octubre","2","07","Matí","No és causa del  vianant","Turisme","LODGY","DACIA","Negre/Groc","B","20","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S000484    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dimecres","2023",1,"Gener","25","16","Tarda","No és causa del  vianant","Motocicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S000484    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dimecres","2023",1,"Gener","25","16","Tarda","No és causa del  vianant","Motocicleta","X9 250 EVOLUT","PIAGGIO","Desconegut","B","44","427191.1  ","4581776.77","2.128100585","41.382375016"
"2023S000930    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dimecres","2023",2,"Febrer","15","11","Matí","No és causa del  vianant","Motocicleta","MW125","YAMAHA","Blanc","B","12","427163.85 ","4581781.7 ","2.127774126","41.382416951"
"2023S000930    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0045 0045","Dimecres","2023",2,"Febrer","15","11","Matí","No és causa del  vianant","Turisme","T-ROC","VOLKSWAGEN","Negre","B","42","427163.85 ","4581781.7 ","2.127774126","41.382416951"
"2023S004737    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0061 0061","Divendres","2023",8,"Agost","4","21","Tarda","No és causa del  vianant","Ciclomotor","FIVE HUNDRED","MASH","Altres","AM","3","427135.43 ","4581904.3 ","2.127419517","41.383518586"
"2023S006883    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0061B0061B","Dilluns","2023",11,"Novembre","20","09","Matí","No és causa del  vianant","Autobús","LION'S CITY CHASSIS-NE","CARROCERA CASTROSUA SA","Vermell","D1","29","427129.68 ","4581928.9 ","2.127347795","41.383739628"
"2023S006329    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0069 0069","Dijous","2023",10,"Octubre","26","14","Tarda","No és causa del  vianant","Motocicleta","SH 300","HONDA","Gris","A","31","427119.02 ","4582149.08","2.127193816","41.385721735"
"2023S006329    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0069 0069","Dijous","2023",10,"Octubre","26","14","Tarda","No és causa del  vianant","Turisme","CADDY","VOLKSWAGEN","Negre/Groc","B","34","427119.02 ","4582149.08","2.127193816","41.385721735"
"2023S006631    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0077 0079","Dimecres","2023",11,"Novembre","8","14","Tarda","No és causa del  vianant","Autobús","NL 273 F","MAN","Verd","D","4","427096.68 ","4582069.1 ","2.126936281","41.384999362"
"2023S006631    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0077 0079","Dimecres","2023",11,"Novembre","8","14","Tarda","No és causa del  vianant","Turisme","2008 ALLURE PACK PURET","PEUGEOT","Blanc","B","35","427096.68 ","4582069.1 ","2.126936281","41.384999362"
"2023S001161    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0099X0099X","Dilluns","2023",2,"Febrer","27","10","Matí","Altres","Autobús","LION S CYTY CHASSIS","CARROCERA CASTROSUA SA","Vermell","D","26","427082.46 ","4582280.65","2.126740751","41.386903419"
"2023S004183    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0099X0099X","Dilluns","2023",7,"Juliol","10","16","Tarda","No és causa del  vianant","Autobús","LION'S CITY 12C EFFICI","MAN","Desconegut","D","5","427082.46 ","4582280.65","2.126740751","41.386903419"
"2023S006113    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0107B0107B","Dilluns","2023",10,"Octubre","16","06","Matí","No és causa del  vianant","Motocicleta","ADV750","HONDA","Desconegut","A","31","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S006113    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0107B0107B","Dilluns","2023",10,"Octubre","16","06","Matí","No és causa del  vianant","Turisme","FIESTA","FORD","Blanc","B","9","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S005604    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0107B0107B","Divendres","2023",9,"Setembre","22","16","Tarda","No és causa del  vianant","Autobús","LION'S CITY GNC","MAN","Vermell","D","20","427207    ","4582445.17","2.128210374","41.38839647"
"2023S005604    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0107B0107B","Divendres","2023",9,"Setembre","22","16","Tarda","No és causa del  vianant","Turisme","NISSAN MICRA","NISSAN","Gris","B","41","427207    ","4582445.17","2.128210374","41.38839647"
"2023S005303    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",84102,"Collblanc","0088 0088","Dimecres","2023",9,"Setembre","6","16","Tarda","No és causa del  vianant","Autobús","LION S CITY CHASSIS","CARROCERA CASTROSUA SA","Blanc","D","6","426196.77 ","4581068.81","2.116296269","41.375908069"
"2023S002588    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023 0023","Dimecres","2023",5,"Maig","3","03","Nit","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Blau","B","1","425915.92 ","4581315.18","2.112907967","41.3781012"
"2023S002588    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023 0023","Dimecres","2023",5,"Maig","3","03","Nit","No és causa del  vianant","Turisme","TOYOTA PRIUS PLUS","TOYOTA","Blanc","B","20","425915.92 ","4581315.18","2.112907967","41.3781012"
"2023S002588    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023 0023","Dimecres","2023",5,"Maig","3","03","Nit","No és causa del  vianant","Turisme","TOYOTA PRIUS PLUS","TOYOTA","Blanc","B","21","425915.92 ","4581315.18","2.112907967","41.3781012"
"2023S002844    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023U0023U","Divendres","2023",5,"Maig","12","15","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B","16","426111.68 ","4581655.5 ","2.115207269","41.381184329"
"2023S002844    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",96407,"Xile","0023U0023U","Divendres","2023",5,"Maig","12","15","Tarda","No és causa del  vianant","Turisme","C3 PT 82 TONIC","CITROEN","Blanc","B","5","426111.68 ","4581655.5 ","2.115207269","41.381184329"
"2023S002863    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0002 0002","Dissabte","2023",5,"Maig","13","18","Tarda","No és causa del  vianant","Turisme","CLASE A","MERCEDES","Gris","Desconegut","Desconegut","426530.93 ","4581414.22","2.120249993","41.37904963"
"2023S002863    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0002 0002","Dissabte","2023",5,"Maig","13","18","Tarda","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Blanc","B","2","426530.93 ","4581414.22","2.120249993","41.37904963"
"2023S002863    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0002 0002","Dissabte","2023",5,"Maig","13","18","Tarda","No és causa del  vianant","Turisme","POLO 1.6","VOLKSWAGEN","Negre","B","53","426530.93 ","4581414.22","2.120249993","41.37904963"
"2023S007732    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0002 0002","Diumenge","2023",12,"Desembre","31","17","Tarda","No és causa del  vianant","Camió rígid > 3,5 tones","FM12 62 DT-A8","VOLVO","Desconegut","C","27","426444.02 ","4581544.41","2.119194934","41.380214254"
"2023S000374    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0001 0001","Divendres","2023",1,"Gener","20","06","Matí","No és causa del  vianant","Tractor camió","ACTROS 1848LS","MERCEDES-BENZ","Blanc","E C","12","426410.27 ","4581606.2 ","2.118783845","41.380767684"
"2023S000374    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0001 0001","Divendres","2023",1,"Gener","20","06","Matí","No és causa del  vianant","Turisme","A3 2.0","AUDI","Negre","B","27","426410.27 ","4581606.2 ","2.118783845","41.380767684"
"2023S004806    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0017 0017","Dimarts","2023",8,"Agost","8","17","Tarda","No és causa del  vianant","Furgoneta","KANGOO","RENAULT","Blanc","B","5","426111.68 ","4581655.5 ","2.115207269","41.381184329"
"2023S004806    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0017 0017","Dimarts","2023",8,"Agost","8","17","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Negre","Desconegut","Desconegut","426111.68 ","4581655.5 ","2.115207269","41.381184329"
"2023S000150    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dilluns","2023",1,"Gener","9","17","Tarda","No és causa del  vianant","Autobús","CROSSWAY","IVECO BUS","Desconegut","B","21","425852.58 ","4582020.45","2.112064233","41.384447427"
"2023S000150    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dilluns","2023",1,"Gener","9","17","Tarda","No és causa del  vianant","Turisme","TOYOTA COROLLA","TOYOTA","Gris","B","8","425852.58 ","4582020.45","2.112064233","41.384447427"
"2023S003208    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dilluns","2023",5,"Maig","29","19","Tarda","No és causa del  vianant","Motocicleta","KTM RC 390","KTM","Desconegut","A2","1","425915.23 ","4581849.42","2.112834371","41.382912809"
"2023S003646    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dilluns","2023",6,"Juny","19","08","Matí","No és causa del  vianant","Tractor camió","AROCS 4163 S","MERCEDES-BENZ","Desconegut","E C","23","425852.58 ","4582020.45","2.112064233","41.384447427"
"2023S003333    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dilluns","2023",6,"Juny","5","09","Matí","No és causa del  vianant","Turisme","KUGA","FORD","Blanc","B","14","425959.47 ","4581742.37","2.1133765","41.38195273"
"2023S002238    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dimecres","2023",4,"Abril","19","08","Matí","No és causa del  vianant","Bicicleta","Desconegut","BROMPTON","Platejat","B","16","425915.23 ","4581849.42","2.112834371","41.382912809"
"2023S002238    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0027 0031","Dimecres","2023",4,"Abril","19","08","Matí","No és causa del  vianant","Turisme","ACCENT","HYUNDAI","Platejat","B","17","425915.23 ","4581849.42","2.112834371","41.382912809"
"2023S000685    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0034 0034","Divendres","2023",2,"Febrer","3","20","Tarda","No és causa del  vianant","Motocicleta","SYMPHONY 125 ST LC","SYM","Negre","B","12","426047.05 ","4581664.36","2.114433332","41.381258186"
"2023S002236    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0042 0050","Dimecres","2023",4,"Abril","19","08","Matí","No és causa del  vianant","Motocicleta","NSS125AD","HONDA","Negre","B","17","425960.02 ","4582013.56","2.113349923","41.384395273"
"2023S002236    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Marañón","0042 0050","Dimecres","2023",4,"Abril","19","08","Matí","No és causa del  vianant","Turisme","320IA AUTOM","BMW","Gris","B","31","425960.02 ","4582013.56","2.113349923","41.384395273"
"2023S004192    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0621 0621","Dimarts","2023",7,"Juliol","11","11","Matí","No és causa del  vianant","Autobús","GX 437","IVECO BUS","Desconegut","D","2","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S003082    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0621 0621","Dimecres","2023",5,"Maig","24","17","Tarda","No és causa del  vianant","Motocicleta","F 800 R","BMW","Blanc","A","2","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S003082    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0621 0621","Dimecres","2023",5,"Maig","24","17","Tarda","No és causa del  vianant","Turisme","PUNTO","FIAT","Blau","B","41","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S005285    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0621 0621","Dimecres","2023",9,"Setembre","6","19","Tarda","No és causa del  vianant","Autobús","CITIPORT","ISUZU","Vermell","Desconegut","Desconegut","427051.08 ","4582458.22","2.126344076","41.388499873"
"2023S003300    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0623 0627","Divendres","2023",6,"Juny","2","17","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B","34","426980.58 ","4582337.71","2.125515463","41.387408089"
"2023S003300    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0623 0627","Divendres","2023",6,"Juny","2","17","Tarda","No és causa del  vianant","Turisme","FIAT 500X","FIAT","Blanc","B","35","426980.58 ","4582337.71","2.125515463","41.387408089"
"2023S001216    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629 0629","Dimecres","2023",3,"Març","1","21","Tarda","No és causa del  vianant","Turisme","MX-5","MAZDA","Vermell","B","3","426980.58 ","4582337.71","2.125515463","41.387408089"
"2023S002970    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629 0629","Divendres","2023",5,"Maig","19","12","Matí","No és causa del  vianant","Motocicleta","F 900 XR","BMW","Desconegut","A","32","426968.02 ","4582381.68","2.12535995","41.387802968"
"2023S002970    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629 0629","Divendres","2023",5,"Maig","19","12","Matí","No és causa del  vianant","Motocicleta","MONSTER","DUCATI","Desconegut","A","2","426968.02 ","4582381.68","2.12535995","41.387802968"
"2023S003950    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629 0629","Divendres","2023",6,"Juny","30","08","Matí","Altres","Autobús","URBINO 12 HYBRID","SOLARIS","Desconegut","D","1","427067.42 ","4582366.31","2.126550566","41.38767356"
"2023S006448    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629B0629B","Dilluns","2023",10,"Octubre","30","17","Tarda","Desobeir el senyal del semàfor","Autobús","I4H 14.99","IRIZAR","Desconegut","D","25","426980.58 ","4582337.71","2.125515463","41.387408089"
"2023S007344    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629B0629B","Dimarts","2023",12,"Desembre","12","11","Matí","No és causa del  vianant","Motocicleta","FSH125","HONDA","Gris","B","23","426932.24 ","4582332.68","2.124937957","41.387358394"
"2023S007344    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629B0629B","Dimarts","2023",12,"Desembre","12","11","Matí","No és causa del  vianant","Turisme","TOURAN 1.9","VOLKSWAGEN","Gris","B","27","426932.24 ","4582332.68","2.124937957","41.387358394"
"2023S004418    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0629B0629B","Divendres","2023",7,"Juliol","21","14","Tarda","No és causa del  vianant","Motocicleta","FES 125","HONDA","Gris","B","41","426980.58 ","4582337.71","2.125515463","41.387408089"
