"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S000536    ",-1,"Desconegut",-1,"Desconegut",-1,"Motors / Acer                                     ",,"Dijous","2023",1,"Gener","26","14","Tarda","No és causa del  vianant","Turisme","ASTRA","OPEL","granate","Desconegut","Desconegut","428118.93 ","4578054.77","2.139637367","41.348935697"
"2023S000506    ",-1,"Desconegut",-1,"Desconegut",-1,"Motors                                            ","152-154   ","Dijous","2023",1,"Gener","26","15","Tarda","No és causa del  vianant","Motocicleta","FSH125","HONDA","Gris","B","11","428888.97 ","4578390.79","2.148801757","41.352030518"
"2023S000506    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",1,"Gener","26","15","Tarda","No és causa del  vianant","Turisme","XCEED","KIA","Blanc","B","39","428888.97 ","4578390.79","2.148801757","41.352030518"
"2023S001678    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts / Arístides Maillol                         ",,"Dijous","2023",3,"Març","23","14","Tarda","No és causa del  vianant","Autobús","LION'S CITY G","MAN","Vermell","D","17","426626.85 ","4581292.09","2.121411776","41.377958412"
"2023S002486    ",-1,"Desconegut",-1,"Desconegut",-1,"Glòries Catalanes                                 ","1         ","Dijous","2023",4,"Abril","27","20","Tarda","No és causa del  vianant","Autobús articulat","HYBRID H18","SOLARIS","Vermell","E D","26","432052.4  ","4583910.53","2.185995092","41.402018695"
"2023S002486    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",4,"Abril","27","20","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Verd","Desconegut","Desconegut","432052.4  ","4583910.53","2.185995092","41.402018695"
"2023S002816    ",-1,"Desconegut",-1,"Desconegut",-1,"Motors                                            ","0         ","Dijous","2023",5,"Maig","11","18","Tarda","No és causa del  vianant","Motocicleta","SH 300","HONDA","Negre","A","12","427994.28 ","4577969.06","2.138157684","41.348152595"
"2023S002816    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",5,"Maig","11","18","Tarda","No és causa del  vianant","Turisme","A4 2.0","AUDI","Negre","B","18","427994.28 ","4577969.06","2.138157684","41.348152595"
"2023S003085    ",-1,"Desconegut",-1,"Desconegut",-1,"Montalegre / Valldonzella                         ",,"Dijous","2023",5,"Maig","25","01","Nit","No és causa del  vianant","Motocicleta","NSS250S","HONDA","Blanc","A","14","430383.18 ","4581978.54","2.166249854","41.384474994"
"2023S002631    ",-1,"Desconegut",-1,"Desconegut",-1,"Roger de Flor / Vilanova                          ",,"Dijous","2023",5,"Maig","4","14","Tarda","No és causa del  vianant","Motocicleta","COMBIZ 125","SYM","Desconegut","A","13","431652.35 ","4582825.28","2.181332195","41.392210236"
"2023S002631    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",5,"Maig","4","14","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431652.35 ","4582825.28","2.181332195","41.392210236"
"2023S003255    ",-1,"Desconegut",-1,"Desconegut",-1,"Litoral (Llobregat)                               ","K110      ","Dijous","2023",6,"Juny","1","08","Matí","No és causa del  vianant","Motocicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431302.28 ","4580803.95","2.17737453","41.373974837"
"2023S003255    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",6,"Juny","1","08","Matí","No és causa del  vianant","Motocicleta","SH125D","HONDA","Negre","B","17","431302.28 ","4580803.95","2.17737453","41.373974837"
"2023S003255    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",6,"Juny","1","08","Matí","No és causa del  vianant","Turisme","CAYANNE","PORSCHE","Negre","Desconegut","Desconegut","431302.28 ","4580803.95","2.17737453","41.373974837"
"2023S003916    ",-1,"Desconegut",-1,"Desconegut",-1,"Estatut de Catalunya                              ","15-21     ","Dijous","2023",6,"Juny","29","08","Matí","No és causa del  vianant","Motocicleta","X'PRO 125","SYM","Blanc","B","3","429411.09 ","4587178.85","2.154017831","41.43122751"
"2023S004834    ",-1,"Desconegut",-1,"Desconegut",-1,"B-10 (Llobregat)                                  ","K105      ","Dijous","2023",8,"Agost","10","11","Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","Desconegut","ES DESCONEIX","Desconegut","Desconegut","Desconegut","431520.59 ","4581243.79","2.179935149","41.377954977"
"2023S005719    ",-1,"Desconegut",-1,"Desconegut",-1,"Litoral (Besòs)                                   ","E14       ","Dijous","2023",9,"Setembre","28","14","Tarda","No és causa del  vianant","Furgoneta","TRANSIT CONECT","FORD","Blanc","B","7","429595.67 ","4578423.7 ","2.157245077","41.35238905"
"2023S005719    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",9,"Setembre","28","14","Tarda","No és causa del  vianant","Turisme","FORESTER","SUBARU","Gris","B","39","429595.67 ","4578423.7 ","2.157245077","41.35238905"
"2023S005738    ",-1,"Desconegut",-1,"Desconegut",-1,"Mare Nostrum                                      ","19-21     ","Dijous","2023",9,"Setembre","28","16","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","432340    ","4580256.04","2.189843778","41.369127902"
"2023S005306    ",-1,"Desconegut",-1,"Desconegut",-1,"Estatut de Catalunya / Jorge Manrique             ",,"Dijous","2023",9,"Setembre","7","13","Matí","No és causa del  vianant","Ciclomotor","JET 14 50","SYM","Desconegut","AM","16","429391.4  ","4587227.22","2.153776539","41.431661427"
"2023S005306    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",9,"Setembre","7","13","Matí","No és causa del  vianant","Turisme","320I MAN","BMW","Desconegut","B","12","429391.4  ","4587227.22","2.153776539","41.431661427"
"2023S006183    ",-1,"Desconegut",-1,"Desconegut",-1,"Augusta                                           ","394       ","Dijous","2023",10,"Octubre","19","18","Tarda","No és causa del  vianant","Tot terreny","NISSAN X-TRAIL","NISSAN","Gris","B","28","426465.72 ","4584125.1 ","2.119140932","41.40345941"
"2023S006183    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",10,"Octubre","19","18","Tarda","No és causa del  vianant","Turisme","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","426465.72 ","4584125.1 ","2.119140932","41.40345941"
"2023S006201    ",-1,"Desconegut",-1,"Desconegut",-1,"Motors                                            ","120       ","Dijous","2023",10,"Octubre","19","21","Tarda","No és causa del  vianant","Turisme","MEGANE","RENAULT","Blanc","B","2","428426.48 ","4578182.19","2.143298272","41.350110732"
"2023S006201    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",10,"Octubre","19","21","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","SMART","Desconegut","Desconegut","Desconegut","428426.48 ","4578182.19","2.143298272","41.350110732"
"2023S006486    ",-1,"Desconegut",-1,"Desconegut",-1,"Augusta / Hort de la Vila                         ",,"Dijous","2023",11,"Novembre","2","14","Tarda","No és causa del  vianant","Bicicleta"," ","BICING","Altres","Desconegut","Desconegut","426883.33 ","4583690.92","2.124188957","41.399587047"
"2023S006662    ",-1,"Desconegut",-1,"Desconegut",-1,"Jorge Manrique / Estatut de Catalunya             ",,"Dijous","2023",11,"Novembre","9","18","Tarda","No és causa del  vianant","Motocicleta","SH300A","HONDA","Gris","A2","2","429391.4  ","4587227.22","2.153776539","41.431661427"
"2023S006662    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",11,"Novembre","9","18","Tarda","No és causa del  vianant","Turisme","XCEED","KIA","Blanc","B","14","429391.4  ","4587227.22","2.153776539","41.431661427"
"2023S007701    ",-1,"Desconegut",-1,"Desconegut",-1,"Guipúscoa                                         ","185       ","Dijous","2023",12,"Desembre","28","18","Tarda","No és causa del  vianant","Furgoneta","TRANSIT CONNECT","FORD","Gris","B","52","433885.22 ","4586392.96","2.207648269","41.4245302"
"2023S007701    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",12,"Desembre","28","18","Tarda","No és causa del  vianant","Turisme","ATECA","SEAT","Blanc","Desconegut","Desconegut","433885.22 ","4586392.96","2.207648269","41.4245302"
"2023S007701    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dijous","2023",12,"Desembre","28","18","Tarda","No és causa del  vianant","Turisme","YARIS 1.33 5P TS C-D","TOYOTA","Vermell","B","31","433885.22 ","4586392.96","2.207648269","41.4245302"
"2023S000458    ",-1,"Desconegut",-1,"Desconegut",-1,"Favència                                          ","297-299   ","Dilluns","2023",1,"Gener","23","12","Matí","No és causa del  vianant","Autobús","TOURING/LIO S CHASSIS","NOGE","Blanc","B","22","431894.76 ","4588886.06","2.183548645","41.446818316"
"2023S000458    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",1,"Gener","23","12","Matí","No és causa del  vianant","Furgoneta","JUMPY TALLA M BLUEHDI","CITROEN","Blanc","B","2","431894.76 ","4588886.06","2.183548645","41.446818316"
"2023S000462    ",-1,"Desconegut",-1,"Desconegut",-1,"Ildefons Cerdà                                    ","3         ","Dilluns","2023",1,"Gener","23","23","Nit","No és causa del  vianant","Motocicleta","XCITING 400I","KYMCO","Blanc","A2","7","427786.74 ","4579747.41","2.135465365","41.364151013"
"2023S000462    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",1,"Gener","23","23","Nit","No és causa del  vianant","Turisme","X1 SDRIVE18I","BMW","Gris","B","1","427786.74 ","4579747.41","2.135465365","41.364151013"
"2023S001167    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 6 Zona Franca                              ","0         ","Dilluns","2023",2,"Febrer","27","08","Matí","No és causa del  vianant","Motocicleta","CBR125R","HONDA","Blau","B","Desconegut","426225.81 ","4575436.34","2.117328514","41.325181149"
"2023S001167    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",2,"Febrer","27","08","Matí","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Desconegut","Desconegut","Desconegut","426225.81 ","4575436.34","2.117328514","41.325181149"
"2023S002183    ",-1,"Desconegut",-1,"Desconegut",-1,"Numància / Josep Tarradellas                      ",,"Dilluns","2023",4,"Abril","17","09","Matí","No és causa del  vianant","Bicicleta","E-BIKE","BROMPTON","Taronja","B","13","428395.22 ","4581569.25","2.142524516","41.380614084"
"2023S002183    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",4,"Abril","17","09","Matí","No és causa del  vianant","Motocicleta","CB500XA","HONDA","Negre","A2","2","428395.22 ","4581569.25","2.142524516","41.380614084"
"2023S003031    ",-1,"Desconegut",-1,"Desconegut",-1,"Lepant                                            ","401-403   ","Dilluns","2023",5,"Maig","22","18","Tarda","No és causa del  vianant","Motocicleta","LIBERTY 125","PIAGGIO","Gris","B","10","430513.1  ","4584954.86","2.167461791","41.411292984"
"2023S003031    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",5,"Maig","22","18","Tarda","No és causa del  vianant","Turisme","407 2.2","PEUGEOT","Gris","B","15","430513.1  ","4584954.86","2.167461791","41.411292984"
"2023S002721    ",-1,"Desconegut",-1,"Desconegut",-1,"Lisboa                                            ","68-72     ","Dilluns","2023",5,"Maig","8","01","Nit","No és causa del  vianant","Turisme","320 I","BMW","Gris","Desconegut","Desconegut","429524.58 ","4586879.7 ","2.155410913","41.428543158"
"2023S002721    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",5,"Maig","8","01","Nit","No és causa del  vianant","Turisme","C4 PICASSO 2.0 HDI","CITROEN","Gris","B","19","429524.58 ","4586879.7 ","2.155410913","41.428543158"
"2023S002721    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",5,"Maig","8","01","Nit","No és causa del  vianant","Turisme","IBIZA ST","SEAT","Gris","Desconegut","Desconegut","429524.58 ","4586879.7 ","2.155410913","41.428543158"
"2023S002739    ",-1,"Desconegut",-1,"Desconegut",-1,"Motors                                            ","53-59     ","Dilluns","2023",5,"Maig","8","15","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","B","44","427728.32 ","4577932.12","2.134983286","41.347796057"
"2023S002739    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",5,"Maig","8","15","Tarda","No és causa del  vianant","Turisme","INSIGNIA LIMOUSINE HB","OPEL","Desconegut","B","30","427728.32 ","4577932.12","2.134983286","41.347796057"
"2023S004318    ",-1,"Desconegut",-1,"Desconegut",-1,"Dalt / Escorial                                   ",,"Dilluns","2023",7,"Juliol","17","15","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Blanc","Desconegut","Desconegut","429688.64 ","4584955.16","2.157598074","41.411223945"
"2023S004318    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",7,"Juliol","17","15","Tarda","No és causa del  vianant","Motocicleta","SYMPHONY ST","SYM","Negre","B","13","429688.64 ","4584955.16","2.157598074","41.411223945"
"2023S004485    ",-1,"Desconegut",-1,"Desconegut",-1,"Esplugues                                         ","71        ","Dilluns","2023",7,"Juliol","24","15","Tarda","No és causa del  vianant","Maquinària d'obres i serveis","TGA 35.430","MAN","Blanc","C","19","425557.5  ","4582600.33","2.108464159","41.389642883"
"2023S004485    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",7,"Juliol","24","15","Tarda","No és causa del  vianant","Motocicleta","AQUILA 12","HYOSUNG","Negre","B","41","425557.5  ","4582600.33","2.108464159","41.389642883"
"2023S005242    ",-1,"Desconegut",-1,"Desconegut",-1,"Numància                                          ","2         ","Dilluns","2023",9,"Setembre","4","12","Matí","No és causa del  vianant","Motocicleta","WW125A","HONDA","Vermell","B","20","428310.7  ","4581655.17","2.141503645","41.381380404"
"2023S005242    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dilluns","2023",9,"Setembre","4","12","Matí","No és causa del  vianant","Turisme","HONDA CR-V","HONDA","Blau","A","50","428310.7  ","4581655.17","2.141503645","41.381380404"
"2023S005806    ",-1,"Desconegut",-1,"Desconegut",-1,"Ca l'Alegre                                       ","18U-20U   ","Dilluns","2023",10,"Octubre","2","15","Tarda","No és causa del  vianant","Turisme","BENZ 112CDI","MERCEDES","Negre","B","59","428151.52 ","4585656.01","2.13912508","41.417400197"
"2023S001187    ",-1,"Desconegut",-1,"Desconegut",-1,"Ildefons Cerdà                                    ","1-2       ","Dimarts","2023",2,"Febrer","28","13","Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Blanc","B","4","427857.18 ","4579829.6 ","2.1362977","41.364897589"
"2023S001187    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",2,"Febrer","28","13","Matí","No és causa del  vianant","Motocicleta","WW125EX2","HONDA","Blanc","B","16","427857.18 ","4579829.6 ","2.1362977","41.364897589"
"2023S001352    ",-1,"Desconegut",-1,"Desconegut",-1,"Palomar / Andana de l'Estació                     ",,"Dimarts","2023",3,"Març","7","21","Tarda","No és causa del  vianant","Motocicleta","GPD125-A","YAMAHA","Blau","B","3","432755.06 ","4588382.55","2.193902886","41.442355942"
"2023S001352    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",3,"Març","7","21","Tarda","No és causa del  vianant","Turisme","406","PEUGEOT","Verd","B","21","432755.06 ","4588382.55","2.193902886","41.442355942"
"2023S002027    ",-1,"Desconegut",-1,"Desconegut",-1,"Dalt / Escorial                                   ",,"Dimarts","2023",4,"Abril","11","08","Matí","No és causa del  vianant","Motocicleta","NHX110WH","HONDA","Gris","B","40","429688.64 ","4584955.16","2.157598074","41.411223945"
"2023S002027    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",4,"Abril","11","08","Matí","No és causa del  vianant","Motocicleta","Z900","KAWASAKI","Vermell","A2","5","429688.64 ","4584955.16","2.157598074","41.411223945"
"2023S002047    ",-1,"Desconegut",-1,"Desconegut",-1,"Rovira (descendent)                               ","0         ","Dimarts","2023",4,"Abril","11","15","Tarda","No és causa del  vianant","Motocicleta","YZF-R125","YAMAHA","Negre","A1","2","430428.31 ","4585222.71","2.166416561","41.413698077"
"2023S001940    ",-1,"Desconegut",-1,"Desconegut",-1,"Arístides Maillol / Gállego                       ",,"Dimarts","2023",4,"Abril","4","22","Nit","No és causa del  vianant","Motocicleta","SPEEDFIGHT","PEUGEOT","Blanc","B","2","426553.57 ","4581377.45","2.120525176","41.378720526"
"2023S001940    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",4,"Abril","4","22","Nit","No és causa del  vianant","Turisme","CADDY","VOLKSWAGEN","Negre/Groc","B","19","426553.57 ","4581377.45","2.120525176","41.378720526"
"2023S003693    ",-1,"Desconegut",-1,"Desconegut",-1,"Idrissa Diallo                                    ","0         ","Dimarts","2023",6,"Juny","20","14","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431709.21 ","4581667.53","2.182142845","41.381787532"
"2023S003693    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",6,"Juny","20","14","Tarda","No és causa del  vianant","Motocicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431709.21 ","4581667.53","2.182142845","41.381787532"
"2023S003869    ",-1,"Desconegut",-1,"Desconegut",-1,"Llull                                             ","386       ","Dimarts","2023",6,"Juny","27","18","Tarda","No és causa del  vianant","Autobús","LION S CITY HIBRIDO","MAN","Desconegut","D","21","434579.48 ","4584910.18","2.216116529","41.411232037"
"2023S003869    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",6,"Juny","27","18","Tarda","No és causa del  vianant","Turisme","308","PEUGEOT","Desconegut","B","28","434579.48 ","4584910.18","2.216116529","41.411232037"
"2023S003871    ",-1,"Desconegut",-1,"Desconegut",-1,"Colom / Portal de la Pau                          ",,"Dimarts","2023",6,"Juny","27","19","Tarda","No és causa del  vianant","Motocicleta","YP125R","YAMAHA","Negre","B","20","431358,53","4581040,46","2.178020316","41.376109822"
"2023S003871    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",6,"Juny","27","19","Tarda","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Blanc","B","17","431358,53","4581040,46","2.178020316","41.376109822"
"2023S004509    ",-1,"Desconegut",-1,"Desconegut",-1,"Dolors Monserdà / Carrasco i Formiguera           ",,"Dimarts","2023",7,"Juliol","25","20","Tarda","No és causa del  vianant","Motocicleta","VIESTE 300","KEEWAY","Blau","A","35","426738.14 ","4583956.28","2.122420131","41.401963806"
"2023S004509    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",7,"Juliol","25","20","Tarda","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Blanc","B","1","426738.14 ","4583956.28","2.122420131","41.401963806"
"2023S005019    ",-1,"Desconegut",-1,"Desconegut",-1,"A Zona Franca                                     ","119       ","Dimarts","2023",8,"Agost","22","22","Nit","No és causa del  vianant","Motocicleta","UH 125","SUZUKI","Negre","B","14","428687.54 ","4577782   ","2.146465648","41.346529507"
"2023S005019    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",8,"Agost","22","22","Nit","No és causa del  vianant","Tot terreny","RANGE ROVER VELAR","LAND ROVER","Negre","B","19","428687.54 ","4577782   ","2.146465648","41.346529507"
"2023S005522    ",-1,"Desconegut",-1,"Desconegut",-1,"Gran Capità / Sor Eulàlia d'Anzizu                ",,"Dimarts","2023",9,"Setembre","19","09","Matí","No és causa del  vianant","Ciclomotor","NOVA 3000","EMCO","Vermell","B","2","425646.25 ","4582408.4 ","2.109549151","41.387922468"
"2023S005524    ",-1,"Desconegut",-1,"Desconegut",-1,"Vall d'Hebron                                     ","233       ","Dimarts","2023",9,"Setembre","19","11","Matí","No és causa del  vianant","Furgoneta","CRAFTER","VOLKSWAGEN","Blanc","B","19","429578.16 ","4588089.71","2.155911034","41.439445928"
"2023S005524    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",9,"Setembre","19","11","Matí","No és causa del  vianant","Motocicleta","R 1150 RT","BMW","Gris","A","20","429578.16 ","4588089.71","2.155911034","41.439445928"
"2023S005670    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 6 Zona Franca / A Zona Franca              ",,"Dimarts","2023",9,"Setembre","26","15","Tarda","No és causa del  vianant","Motocicleta","PES125","HONDA","Blanc","B","8","427519.99 ","4575229.36","2.132816004","41.323434399"
"2023S005670    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",9,"Setembre","26","15","Tarda","No és causa del  vianant","Turisme","ALTEA XL","SEAT","Desconegut","B","23","427519.99 ","4575229.36","2.132816004","41.323434399"
"2023S005671    ",-1,"Desconegut",-1,"Desconegut",-1,"A Zona Franca                                     ","93        ","Dimarts","2023",9,"Setembre","26","17","Tarda","No és causa del  vianant","Furgoneta","FIAT FIORINO","FIAT","Blanc","B","Desconegut","428497.71 ","4577319.47","2.144251323","41.342346799"
"2023S005671    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",9,"Setembre","26","17","Tarda","No és causa del  vianant","Turisme","RIO","KIA","Gris","B","9","428497.71 ","4577319.47","2.144251323","41.342346799"
"2023S006292    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts Catalanes / Castillejos                     ",,"Dimarts","2023",10,"Octubre","24","16","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431937.47 ","4583875.38","2.184624233","41.401692383"
"2023S006292    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimarts","2023",10,"Octubre","24","16","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Negre","Desconegut","Desconegut","431937.47 ","4583875.38","2.184624233","41.401692383"
"2023S007539    ",-1,"Desconegut",-1,"Desconegut",-1,"Arístides Maillol / Cardenal Reig                 ",,"Dimarts","2023",12,"Desembre","19","14","Tarda","No és causa del  vianant","Motocicleta","LIBERTY 125 3V","PIAGGIO","Blanc","B","9","426465.56 ","4581445.06","2.11946457","41.379321419"
"2023S000336    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 6 Zona Franca / K Zona Franca              ",,"Dimecres","2023",1,"Gener","18","08","Matí","No és causa del  vianant","Motocicleta","MILER 125","KYMCO","Blanc","B","9","425845.4  ","4575752.83","2.112744772","41.327996746"
"2023S000336    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",1,"Gener","18","08","Matí","No és causa del  vianant","Turisme","LAGUNA","RENAULT","Gris","B","18","425845.4  ","4575752.83","2.112744772","41.327996746"
"2023S000474    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 6 Zona Franca / A Zona Franca              ",,"Dimecres","2023",1,"Gener","25","05","Nit","No és causa del  vianant","Motocicleta","GS 500","SUZUKI","Negre","A","30","427519.99 ","4575229.36","2.132816004","41.323434399"
"2023S000474    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",1,"Gener","25","05","Nit","No és causa del  vianant","Turisme","GOLF 1.9","VOLKSWAGEN","Gris","B","21","427519.99 ","4575229.36","2.132816004","41.323434399"
"2023S001077    ",-1,"Desconegut",-1,"Desconegut",-1,"Carrasco i Formiguera / Dolors Monserdà           ",,"Dimecres","2023",2,"Febrer","22","21","Tarda","No és causa del  vianant","Ciclomotor","LIBERTY S 50 2T","PIAGGIO","Negre","B","2","426738.14 ","4583956.28","2.122420131","41.401963806"
"2023S001077    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",2,"Febrer","22","21","Tarda","No és causa del  vianant","Turisme","ALHAMBRA ECOMOTIVE","SEAT","Gris","B","0","426738.14 ","4583956.28","2.122420131","41.401963806"
"2023S002065    ",-1,"Desconegut",-1,"Desconegut",-1,"Treball / Cristóbal de Moura                      ",,"Dimecres","2023",4,"Abril","12","11","Matí","No és causa del  vianant","Autobús","CITELIS 12GNC","IRISBUS","Vermell","D1","16","433851.01 ","4584977.92","2.207393744","41.411782494"
"2023S002065    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",4,"Abril","12","11","Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Negre","Desconegut","Desconegut","433851.01 ","4584977.92","2.207393744","41.411782494"
"2023S002937    ",-1,"Desconegut",-1,"Desconegut",-1,"Santander / Fra Juníper Serra                     ",,"Dimecres","2023",5,"Maig","17","17","Tarda","No és causa del  vianant","Ciclomotor","LIBERTY 50 2T","PIAGGIO","Gris","AM","31","433746.5  ","4587235.6 ","2.205895892","41.432108183"
"2023S002937    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",5,"Maig","17","17","Tarda","No és causa del  vianant","Turisme","ZAFIRA","OPEL","Gris","B","18","433746.5  ","4587235.6 ","2.205895892","41.432108183"
"2023S003078    ",-1,"Desconegut",-1,"Desconegut",-1,"Numància                                          ","2         ","Dimecres","2023",5,"Maig","24","18","Tarda","No és causa del  vianant","Bicicleta","Desconegut","BICING","Vermell","B","13","428310.7  ","4581655.17","2.141503645","41.381380404"
"2023S003078    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",5,"Maig","24","18","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","B","Desconegut","428310.7  ","4581655.17","2.141503645","41.381380404"
"2023S003539    ",-1,"Desconegut",-1,"Desconegut",-1,"Pare Manjón                                       ","25        ","Dimecres","2023",6,"Juny","14","14","Tarda","No és causa del  vianant","Camió rígid <= 3,5 tones","SPRINTER","ARB ARBUCIES","Blanc","Desconegut","Desconegut","432551.24 ","4589587.56","2.191328589","41.453191941"
"2023S003539    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",6,"Juny","14","14","Tarda","No és causa del  vianant","Ciclomotor","SYMPHONY 50 SR","SYM","Desconegut","B","1","432551.24 ","4589587.56","2.191328589","41.453191941"
"2023S005550    ",-1,"Desconegut",-1,"Desconegut",-1,"Arbós                                             ","15        ","Dimecres","2023",9,"Setembre","20","08","Matí","No és causa del  vianant","Furgoneta","TRANSIT","FORD","Blanc","B","4","429765.51 ","4586097.15","2.158385064","41.421516147"
"2023S005550    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",9,"Setembre","20","08","Matí","No és causa del  vianant","Motocicleta","HW 125","YAMAHA","Desconegut","B","26","429765.51 ","4586097.15","2.158385064","41.421516147"
"2023S006038    ",-1,"Desconegut",-1,"Desconegut",-1,"Mig (Ascendent)                                   ","K10       ","Dimecres","2023",10,"Octubre","11","17","Tarda","No és causa del  vianant","Motocicleta","SH300A","HONDA","Vermell","A","50","427427.81 ","4580846.61","2.131042699","41.374018815"
"2023S006038    ",-1,"Desconegut",-1,"Desconegut",-1,,,"Dimecres","2023",10,"Octubre","11","17","Tarda","No és causa del  vianant","Turisme","CARENS","KIA","Blanc","B","37","427427.81 ","4580846.61","2.131042699","41.374018815"
